frame,track,x,y,width,height,angle,n
1,1,439.731936854888,354.972981177899,56.8568619979612,74.1890859669914,86.415378705362,3294
2,1,434.220714074948,355.00973738566,57.5452126102306,75.4022795325229,95.8014311082608,3389
3,1,429.105575326216,354.177046263345,57.2753033965808,75.4526300189133,105.641122129845,3372
4,1,423.586268126665,352.676827463747,57.3142730735325,75.6218817827357,116.595497386953,3379
5,1,418.238845925045,350.024687685901,56.927050078704,75.7820342601246,125.886312841933,3362
6,1,413.991644285288,346.384661295136,56.9263019573487,75.4891489166248,136.215699145294,3351
7,1,410.202622169249,341.05274135876,56.8431145150146,75.7022061197409,144.664349785936,3356
8,1,406.991649269311,335.094542201014,56.8378019462368,75.6239350470785,154.257829337087,3353
9,1,403.786396181384,329.318019093079,57.1061523453795,75.2253877997135,164.487261746128,3352
10,1,402.05102954342,323.125634139063,57.0604023142289,75.2157949040608,173.545033299402,3351
11,1,400.663204747775,316.856083086053,57.3284260068738,75.2952700055888,5.1662931307081,3370
12,1,400.544727488152,311.131516587678,57.1637343167668,75.65322892422,15.5448709317692,3376
13,1,402.089907710628,304.244715689193,56.9532115921213,75.5554941164986,25.6262903018697,3359
14,1,403.923718712753,297.702622169249,56.8153346859949,75.6967291716449,36.2664140684757,3356
15,1,406.570616397367,292.283961699581,56.8362398610348,75.4135073988387,45.5745521302527,3342
16,1,409.643178410795,286.836281859071,56.7499565781727,75.3934614217695,56.0054467822684,3335
17,1,413.175291654203,281.608435536943,56.8896102136246,75.3735727044061,65.7852791781916,3343
18,1,422.099521817095,277.286312014346,57.1930494969507,74.9692044482264,79.9864427000384,3346
19,1,427.811512078736,273.396063226961,57.2502820855405,75.1144014614378,93.3529760593802,3353
20,1,433.165330958742,270.707628376373,57.1782343002482,75.5012713873679,104.667999986147,3369
21,1,439.749404052443,269.471692491061,56.9186207354554,75.5304269228002,114.9301033927,3356
22,1,445.286995515695,268.745889387145,56.8067495520715,75.4080124767927,125.389006871745,3345
23,1,449.869186918692,268.62496249625,56.580040266432,75.4943992845689,134.767143881953,3333
24,1,453.880431525322,270.061432424333,56.5518281500498,75.5686712808823,144.080004272,3337
25,1,457.626570915619,272.183722321963,56.7489000527504,75.4063633775129,152.414141066214,3342
26,1,461.027976190476,274.40505952381,57.1630344025272,75.2763309029518,162.954551879998,3360
