frame,track,x,y,width,height,angle,n
1,1,376.727932747421,326.487581199847,57.0756472655488,65.0178944897882,159.501109439143,2617 
1,2,449.825981873112,346.83413897281,51.1478453557985,85.5106739257834,49.2210806741674,3310 
1,3,484.900420757363,284.915497896213,58.205857554989,62.7774753498308,163.391413744765,2852 
1,4,297.690004046945,291.948199109672,51.5129381873012,61.3159992234869,42.079005410387,2471 
2,2,453.293622141998,343.654933814681,51.2029433276341,85.8425462857983,53.4989111690133,3324 
2,3,493.389978976875,284.820252277505,58.0385682827075,62.9819138168507,173.17469697254,2854 
2,1,375.552500954563,326.846888125239,56.9689533835326,64.8846660029154,161.485715031554,2619 
2,4,298.189827793352,290.342010412495,51.8717962077114,61.5148869945947,49.5378015226404,2497 
3,2,455.923985463356,339.26287098728,51.1560121520201,85.5506057471449,55.3621562001515,3302 
3,3,497.74181184669,281.632055749129,58.4500209593099,62.8517860791372,171.775298746498,2870 
3,1,374.105443471641,325.159497525695,56.1710080718843,65.2512111464548,163.461595904481,2627 
3,4,300.067844239261,286.264953833802,51.8983660868684,61.3429612069868,53.5524400819834,2491 
4,2,458.802572539635,336.278193239605,51.2067202342931,86.0172037685532,57.5077405816582,3343 
4,3,504.859189378057,281.411949685535,58.0472705430994,63.062083806572,176.814259692903,2862 
4,1,374.019342359768,324.231721470019,56.3387708651799,65.2288519937861,162.260190448195,2585 
4,4,302.612851405623,282.969879518072,51.6974756032993,61.5400555421149,59.1047391309687,2490 
5,2,462.149894863322,333.073295283869,51.0342656674747,86.1871300666654,61.684877637292,3329 
5,3,512.929197336137,282.617595513495,58.1461973745525,62.7290760370928,2.19313083087479,2853 
5,1,374.228392647634,324.053187328901,56.1838672817199,64.5553215986118,162.908759673177,2557 
5,4,304.530719482619,281.025060630558,51.8502959438402,60.9895514138392,63.9867918297848,2474 
6,2,464.226832222895,331.692610539067,50.9577259425499,85.5265583845896,63.3582746468588,3302 
6,3,517.642584230636,283.648141715874,58.3209613053228,63.132720163681,10.766436841167,2879 
6,1,372.891518737673,323.978698224852,55.8878999285528,64.369703490528,165.117549291358,2535 
6,4,304.543373493976,280.328915662651,52.10228893471,61.1699723704018,71.9509084539658,2490 
7,2,467.47983014862,329.135577797998,50.6800562603788,85.4113519704367,66.2323805856401,3297 
7,3,522.810302819353,283.31987469544,58.4440860973124,62.8558096842423,11.6132743479359,2873 
7,1,372.271653543307,320.877165354331,55.4094287086119,64.6480586825145,162.850448134304,2540 
7,4,305.732286634461,278.700080515298,52.4368443482821,60.6743433550175,79.7428639146123,2484 
8,2,470.071685662868,327.519196160768,50.9901490730027,85.8366948103446,68.31448481543,3334 
8,3,527.712131837307,284.899368863955,58.3743359144857,62.4429572034517,9.84679432204261,2852 
8,1,372.053861386139,320.632871287129,55.2270027756155,63.4546954928262,163.240578399451,2525 
8,4,306.503841488071,278.769106348565,51.8540674438438,61.1164426983077,88.106016207474,2473 
9,2,471.276659657555,326.633823971163,50.9307345569415,86.0544441065725,70.9689532388537,3329 
9,3,532.186298497029,287.954910870325,58.5525980350207,62.4341344903708,16.5126124362259,2861 
9,1,371.374012638231,320.285939968404,55.0981951082419,63.1617038698887,163.240423337962,2532 
9,4,307.235199355618,278.104712041885,51.8816454745279,61.2986287338825,94.2485652707856,2483 
10,2,474.135694986491,325.179525667968,50.7082229068845,86.2174144346792,74.6196352020448,3331 
10,3,537.859308885755,291.616361071932,58.3285353078458,62.1571927430538,23.6767368987802,2836 
10,1,370.791501191422,320.255758538523,55.0172895782148,63.3783401547712,163.100285107273,2518 
10,4,309.600642828445,277.332261952591,52.0188577177076,61.2993426339012,100.782764551746,2489 
11,2,476.632103990327,324.115477629988,50.7192484697857,85.8705400667455,77.7511020095967,3308 
11,3,543.772245762712,297.88488700565,58.3767260904106,62.0220714906117,36.2298098885211,2832 
11,1,370.279698053238,320.236392530791,55.1367675582785,63.2997802583799,163.495229287964,2517 
