frame,track,x,y,width,height,angle,n,ignore,track_fixed
1,1,177.3110181,263.6422594,40.66330388,45.46090554,129.3850971,1434,FALSE,1
2,1,177.3110181,263.6422594,40.66330388,45.46090554,129.3850971,1434,FALSE,1
3,1,186.9260516,238.2516961,41.56252042,45.5722385,135.1234322,1474,FALSE,1
4,1,202.4622706,214.8388851,41.2929773,45.89740263,143.2454109,1471,FALSE,1
5,1,220.9772271,216.4038848,42.12037543,45.52476471,176.8684296,1493,FALSE,1
6,1,260.2610738,212.6,42.05273066,45.58461977,5.082239559,1490,FALSE,1
7,1,291.1051922,209.5151719,41.81225739,45.72794141,6.338827743,1483,FALSE,1
8,1,316.5597862,209.758851,42.00756625,45.75618624,21.81076769,1497,FALSE,1
9,1,347.2018592,220.6932271,41.4615243,46.66020502,22.44637244,1506,FALSE,1
10,1,374.6112979,228.8971083,41.63038269,45.97893156,29.74280476,1487,FALSE,1
11,1,397.4094276,240.9010101,41.65324642,45.88734376,35.98358342,1485,FALSE,1
12,1,423.4359673,250.7350136,41.38187732,45.62072254,35.65133431,1468,FALSE,1
13,1,452.6608227,261.4888739,41.49575617,45.97088523,30.8139563,1483,FALSE,1
14,1,480.272423,274.1291834,41.73678882,46.10060813,42.12492913,1494,FALSE,1
15,1,504.8490183,289.3730535,41.55774686,45.79129775,44.75652927,1477,FALSE,1
16,1,528.7395626,304.7163685,41.98079137,46.2451639,48.66579509,1509,FALSE,1
17,1,546.8745763,323.9342373,41.44887949,45.81293213,56.54435216,1475,FALSE,1
18,1,568.5833333,343.1789617,41.15994654,45.82206327,53.76052529,1464,FALSE,1
19,1,589.5881954,363.124152,41.37732577,45.93259888,63.74382328,1474,FALSE,1
20,1,607.5648086,391.7199463,41.76190396,45.93521226,72.36513985,1489,FALSE,1
21,1,620.9127249,419.6409061,41.88543846,46.16008499,79.47655617,1501,FALSE,1
22,1,629.9054858,446.214805,42.20175557,46.07898374,91.03173468,1513,FALSE,1
23,1,640.0137283,469.8251445,39.50892211,45.05254774,60.75343379,1384,FALSE,1
24,1,642.6304665,488.9781341,39.32261836,44.68411743,64.84019499,1372,FALSE,1
25,1,632.7599734,507.268617,42.41108516,45.50520376,136.9342379,1504,FALSE,1
26,1,611.0924817,518.7398536,42.01686551,45.99893771,161.6670533,1503,FALSE,1
27,1,579.5419397,515.897772,42.66245024,45.96497542,1.822696554,1526,FALSE,1
28,1,546.2563418,518.0560748,42.01366122,45.86890222,9.272728366,1498,FALSE,1
29,1,519.4180491,519.1984074,42.32124493,45.86564444,9.727984704,1507,FALSE,1
30,1,491.0236167,520.9723347,41.84764072,45.62131523,10.78707128,1482,FALSE,1
31,1,462.9305556,521,42.17644912,46.1981141,6.467332318,1512,FALSE,1
32,1,432.4079035,521.5056932,42.06643993,45.66658676,9.916881385,1493,FALSE,1
33,1,400.9583333,521.6911376,42.11837938,46.1458599,17.37392092,1512,FALSE,1
34,1,369.98142,522.2136695,42.07132812,46.15005314,14.82875907,1507,FALSE,1
35,1,340.1396126,524.5350701,41.87492892,46.00688062,8.539165261,1497,FALSE,1
36,1,309.2896505,529.5356183,41.62832298,46.08092068,6.716784003,1488,FALSE,1
37,1,276.2401863,534.071191,42.06950274,45.91722632,14.25266639,1503,FALSE,1
