frame,track,x,y,width,height,angle,n,ignore,track_fixed
1,1,196.659936,526.4718806,128.220087,144.0346944,139.3263298,14065,FALSE,1
2,1,340.7278711,522.5195063,131.1474102,145.1535099,111.957575,14585,FALSE,1
3,1,476.4371936,473.8790248,132.6530911,146.7185622,82.42136648,15094,FALSE,1
4,1,571.134595,344.7033483,131.8826293,148.5371495,49.84489224,15112,FALSE,1
5,1,588.2159658,179.2296978,132.0519394,148.9333922,20.36398,15220,FALSE,1
6,1,520.736165,42.27026771,102.6605154,138.8344175,95.17793571,10571,FALSE,1
20,1,397.0553778,657.7053845,131.441883,148.8571472,41.76419288,15006,FALSE,1
21,1,392.7077614,490.2170011,131.3502353,148.8839332,12.25735726,15152,FALSE,1
22,1,306.8480632,335.6561183,130.3865709,149.5001079,164.4572042,14947,FALSE,1
23,1,161.2124377,232.2246818,131.2932129,144.143211,135.1272092,14456,FALSE,1
