frame,track,x,y,width,height,angle,n
1,1,883.802269503546,792.350638297872,64.2813911092371,70.3358546927966,160.574959122071,3525
2,1,883.802269503546,792.350638297872,64.2813911092371,70.3358546927966,160.574959122071,3525
3,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
4,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
5,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
6,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
7,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
8,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
9,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
10,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
11,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
12,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
13,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
14,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
15,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
16,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
17,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
18,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
19,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
20,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
21,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
22,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
23,1,883.790446403185,792.365083878306,64.2618159854681,70.1645904184176,159.879734341651,3517
24,1,887.548853016143,789.554233928066,64.6481403405269,70.0599997262845,162.546620429682,3531
25,1,887.548853016143,789.554233928066,64.6481403405269,70.0599997262845,162.546620429682,3531
