frame,track,x,y,width,height,angle,n,ignore,track_fixed
1,1,998.129952988583,606.306581598388,59.4024370106053,69.0774633265245,135.554312788944,2978,FALSE,1
2,1,998.129952988583,606.306581598388,59.4024370106053,69.0774633265245,135.554312788944,2978,FALSE,1
3,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
4,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
5,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
6,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
7,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
8,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
9,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
10,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
11,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
12,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
13,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
14,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
15,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
16,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
17,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
18,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
19,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
20,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
21,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
22,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
23,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
24,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
25,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
26,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
27,1,998.031943510424,606.538668459987,59.7954425510809,68.5510287966363,134.678932226887,2974,FALSE,1
